muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,EJ,EJ_pop,Ej Crit De,recoded_ej_criteria,CITY
Boston,0,10600,10600,3,32,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,10701,10701,1,130,33.3,Yes,EJ Population,Minority,Minority,Boston
,,10701,10701,2,80,27.3,No,Not an EJ Population,,N/A,Boston
,,10701,10701,3,118,4.2,No,Not an EJ Population,,N/A,Boston
,,10702,10702,1,139,30.0,No,Not an EJ Population,,N/A,Boston
,,10702,10702,2,74,29.7,No,Not an EJ Population,,N/A,Boston
,,10702,10702,3,124,31.7,No,Not an EJ Population,,N/A,Boston
Boston,0,10801,10801,1,52,12.5,Yes,EJ Population,Minority,Minority,Boston
,,10801,10801,2,86,25.9,No,Not an EJ Population,,N/A,Boston
,,10801,10801,3,94,9.4,No,Not an EJ Population,,N/A,Boston
,,10802,10802,1,136,47.1,No,Not an EJ Population,,N/A,Boston
,,10802,10802,2,111,15.9,No,Not an EJ Population,,N/A,Boston
,,10802,10802,3,69,38.5,No,Not an EJ Population,,N/A,Boston
,,13002,13002,3,1,0.0,No,Not an EJ Population,,N/A,Somerville
,,18400,18400,3,2,100.0,No,Not an EJ Population,,N/A,Bellingham
,,20101,20101,1,149,78.6,No,Not an EJ Population,,N/A,Boston
,,20101,20101,2,112,66.1,No,Not an EJ Population,,N/A,Boston
,,20101,20101,3,219,70.0,No,Not an EJ Population,,N/A,Boston
,,20101,20101,4,216,65.1,No,Not an EJ Population,,N/A,Boston
Boston,0,20200,20200,1,100,27.3,Yes,EJ Population,Minority,Minority,Boston
Boston,0,20200,20200,2,109,28.8,Yes,EJ Population,Minority,Minority,Boston
,,20200,20200,3,156,48.9,No,Not an EJ Population,,N/A,Boston
,,20302,20302,1,134,26.3,No,Not an EJ Population,,N/A,Boston
Boston,0,20304,20304,1,10,0.0,Yes,EJ Population,Minority,Minority,Boston
,,30100,30100,1,139,12.6,No,Not an EJ Population,,N/A,Boston
,,30100,30100,2,102,5.8,No,Not an EJ Population,,N/A,Boston
,,30200,30200,1,77,4.2,No,Not an EJ Population,,N/A,Boston
,,30200,30200,2,123,7.5,No,Not an EJ Population,,N/A,Boston
Boston,0,30302,30302,1,157,0.0,Yes,EJ Population,Minority,Minority,Boston
,,30400,30400,1,76,3.4,No,Not an EJ Population,,N/A,Boston
,,30400,30400,2,112,5.8,No,Not an EJ Population,,N/A,Boston
Boston,0,30400,30400,3,107,0.0,Yes,EJ Population,English isolation,English isolation,Boston
,,30400,30400,4,72,0.0,No,Not an EJ Population,,N/A,Boston
,,30500,30500,2,79,2.8,No,Not an EJ Population,,N/A,Boston
,,30500,30500,3,69,2.7,No,Not an EJ Population,,N/A,Boston
,,40100,40100,1,136,63.0,Yes,EJ Population,Income,Income,Boston
,,40100,40100,2,234,58.0,No,Not an EJ Population,,N/A,Boston
,,40100,40100,2,234,58.0,No,Not an EJ Population,,N/A,Cambridge
Boston,0,40200,40200,2,178,62.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,40300,40300,1,32,81.0,Yes,EJ Population,Minority,Minority,Boston
,,40300,40300,2,305,64.3,No,Not an EJ Population,,N/A,Boston
,,40300,40300,3,180,56.3,No,Not an EJ Population,,N/A,Boston
,,40300,40300,4,192,71.0,No,Not an EJ Population,,N/A,Boston
,,40300,40300,5,199,73.9,No,Not an EJ Population,,N/A,Boston
Boston,0,40401,40401,1,193,69.4,Yes,EJ Population,Minority,Minority,Boston
Boston,0,40401,40401,1,193,69.4,Yes,EJ Population,Minority,Minority,Everett
,,40401,40401,2,180,57.0,No,Not an EJ Population,,N/A,Boston
,,40401,40401,2,180,57.0,No,Not an EJ Population,,N/A,Everett
Boston,0,40600,40600,1,291,64.7,Yes,EJ Population,Minority,Minority,Boston
Boston,0,40600,40600,1,291,64.7,Yes,EJ Population,Minority,Minority,Everett
Boston,0,40600,40600,1,291,64.7,Yes,EJ Population,Minority,Minority,Revere
Boston,0,40600,40600,1,291,64.7,Yes,EJ Population,Minority,Minority,Somerville
,,40600,40600,2,425,63.8,No,Not an EJ Population,,N/A,Boston
,,40600,40600,2,425,63.8,No,Not an EJ Population,,N/A,Everett
,,40600,40600,2,425,63.8,No,Not an EJ Population,,N/A,Somerville
,,40801,40801,3,20,0.0,No,Not an EJ Population,,N/A,Boston
Boston,0,50101,50101,1,228,13.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50101,50101,2,67,7.5,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,50101,50101,3,283,25.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50200,50200,1,270,19.8,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50200,50200,2,172,16.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50200,50200,3,107,13.8,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,50200,50200,4,138,12.1,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,50300,50300,1,125,1.5,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50300,50300,3,20,33.3,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,50400,50400,1,86,13.5,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50400,50400,2,269,18.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50500,50500,1,171,2.5,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50600,50600,1,156,2.9,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,50600,50600,2,132,6.8,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50700,50700,1,244,8.7,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,50700,50700,1,244,8.7,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Chelsea
Boston,0,50700,50700,2,215,21.6,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,50700,50700,3,186,4.3,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,50901,50901,1,250,18.4,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,50901,50901,2,277,20.2,Yes,EJ Population,Minority,Minority,Boston
Boston,0,50901,50901,3,152,14.5,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,51000,51000,1,420,28.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,51000,51000,2,21,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,51000,51000,3,209,24.3,Yes,EJ Population,Minority,Minority,Boston
Boston,0,51101,51101,1,268,19.9,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,51101,51101,2,234,47.8,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,51101,51101,3,303,24.7,Yes,EJ Population,Minority,Minority,Boston
Boston,0,51101,51101,4,200,55.3,Yes,EJ Population,Minority,Minority,Boston
Boston,0,51200,51200,1,21,22.2,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,51200,51200,2,314,24.2,Yes,EJ Population,Minority,Minority,Boston
Boston,0,51200,51200,3,168,16.7,Yes,EJ Population,Minority,Minority,Boston
,,60101,60101,1,178,42.2,No,Not an EJ Population,,N/A,Boston
,,60101,60101,2,120,19.2,No,Not an EJ Population,,N/A,Boston
,,60101,60101,3,187,34.6,No,Not an EJ Population,,N/A,Boston
,,60101,60101,4,93,11.5,No,Not an EJ Population,,N/A,Boston
,,60200,60200,1,172,38.4,No,Not an EJ Population,,N/A,Boston
,,60200,60200,2,252,17.6,No,Not an EJ Population,,N/A,Boston
,,60301,60301,1,304,40.0,No,Not an EJ Population,,N/A,Boston
,,60301,60301,2,138,12.1,No,Not an EJ Population,,N/A,Boston
,,60301,60301,3,258,41.2,No,Not an EJ Population,,N/A,Boston
,,60400,60400,1,270,55.8,No,Not an EJ Population,,N/A,Boston
,,60400,60400,2,248,39.8,No,Not an EJ Population,,N/A,Boston
,,60400,60400,3,155,15.7,No,Not an EJ Population,,N/A,Boston
,,60400,60400,4,179,42.1,No,Not an EJ Population,,N/A,Boston
,,60400,60400,5,160,72.2,No,Not an EJ Population,,N/A,Boston
,,60501,60501,1,163,25.0,No,Not an EJ Population,,N/A,Boston
,,60501,60501,2,199,29.4,No,Not an EJ Population,,N/A,Boston
,,60501,60501,3,172,50.0,No,Not an EJ Population,,N/A,Boston
,,60501,60501,4,117,6.9,No,Not an EJ Population,,N/A,Boston
,,60501,60501,5,147,50.8,No,Not an EJ Population,,N/A,Boston
,,60601,60601,1,244,46.6,No,Not an EJ Population,,N/A,Boston
Boston,0,60604,60604,1,23,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,60604,60604,2,44,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,60604,60604,2,44,0.0,Yes,EJ Population,Minority,Minority,Maynard
,,60800,60800,1,194,51.0,No,Not an EJ Population,,N/A,Boston
,,60800,60800,2,197,56.7,No,Not an EJ Population,,N/A,Boston
,,60800,60800,3,176,40.0,No,Not an EJ Population,,N/A,Boston
,,60800,60800,4,385,54.6,No,Not an EJ Population,,N/A,Boston
,,61000,61000,1,233,34.1,No,Not an EJ Population,,N/A,Boston
Boston,0,61101,61101,1,13,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,61101,61101,2,7,0.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
,,61201,61201,1,419,33.0,No,Not an EJ Population,,N/A,Boston
Boston,0,61203,61203,1,219,51.6,Yes,EJ Population,Minority,Minority,Boston
,,61204,61204,1,48,0.0,No,Not an EJ Population,,N/A,Boston
Boston,0,70104,70104,2,135,100.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70201,70201,2,63,50.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70202,70202,1,153,14.3,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,70202,70202,2,27,11.8,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
,,70301,70301,1,152,41.5,No,Not an EJ Population,,N/A,Boston
Boston,0,70301,70301,2,188,65.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70302,70302,1,159,48.3,Yes,EJ Population,Minority,Minority,Boston
,,70302,70302,2,15,33.3,No,Not an EJ Population,,N/A,Boston
Boston,0,70302,70302,3,48,5.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70402,70402,1,16,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70402,70402,2,13,0.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
,,70501,70501,1,203,41.3,No,Not an EJ Population,,N/A,Boston
Boston,0,70501,70501,2,87,43.2,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70502,70502,1,124,25.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70502,70502,2,141,46.8,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
,,70600,70600,1,193,46.5,No,Not an EJ Population,,N/A,Boston
,,70600,70600,2,237,55.3,No,Not an EJ Population,,N/A,Boston
Boston,0,70700,70700,1,50,27.3,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,70700,70700,2,164,33.8,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70801,70801,1,22,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70802,70802,1,173,27.1,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70802,70802,2,140,31.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70901,70901,1,81,7.5,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,70902,70902,1,108,11.5,Yes,EJ Population,Minority,Minority,Boston
Boston,0,70902,70902,2,142,19.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,71101,71101,1,153,8.5,Yes,EJ Population,Minority,Minority,Boston
Boston,0,71101,71101,2,22,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,71101,71101,3,16,57.1,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,71101,71101,4,54,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,71201,71201,1,23,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,71201,71201,2,52,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80100,80100,1,389,31.1,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80100,80100,2,139,28.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80300,80300,1,65,83.3,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80300,80300,2,231,30.4,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80401,80401,1,88,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80401,80401,2,56,22.2,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,80500,80500,1,130,69.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,80500,80500,2,42,0.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,80601,80601,1,63,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80601,80601,2,6,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80601,80601,3,104,39.5,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,80801,80801,2,36,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,80900,80900,1,24,50.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,80900,80900,2,182,9.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,80900,80900,3,162,15.4,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81001,81001,1,126,14.8,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81001,81001,2,146,1.9,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81001,81001,3,9,0.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,81001,81001,4,25,0.0,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,81001,81001,5,81,50.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81001,81001,5,81,50.0,Yes,EJ Population,Minority,Minority,Brookline
Boston,0,81101,81101,1,5,0.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81101,81101,2,38,5.0,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81102,81102,1,174,26.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81102,81102,2,64,0.0,Yes,EJ Population,Minority and English isolation,Minority and English isolation,Boston
Boston,0,81200,81200,1,209,59.3,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81200,81200,2,14,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81301,81301,1,76,38.9,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,81301,81301,2,152,28.9,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,81302,81302,1,71,54.1,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81302,81302,2,132,32.1,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81400,81400,1,156,29.3,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81400,81400,2,232,20.7,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81400,81400,3,200,29.5,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81400,81400,4,89,5.6,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81500,81500,1,222,34.8,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81500,81500,2,121,30.9,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81700,81700,1,7,33.3,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81700,81700,2,142,46.8,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81700,81700,3,101,27.8,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81700,81700,4,91,20.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81700,81700,5,111,46.4,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81800,81800,1,191,26.2,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81800,81800,2,199,38.7,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81800,81800,3,212,33.3,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81900,81900,1,92,24.7,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81900,81900,2,91,16.4,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,81900,81900,3,114,20.5,Yes,EJ Population,Minority,Minority,Boston
Boston,0,81900,81900,4,99,6.3,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,82000,82000,1,268,20.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,82000,82000,2,135,24.3,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,82000,82000,3,101,14.6,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,82100,82100,1,98,5.6,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,82100,82100,2,79,14.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,82100,82100,3,151,14.9,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90100,90100,1,134,0.0,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90100,90100,2,107,7.6,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90100,90100,3,125,1.1,Yes,EJ Population,Minority,Minority,Boston
Boston,0,90100,90100,4,166,4.2,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90100,90100,5,111,8.8,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90200,90200,1,76,5.6,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,90200,90200,2,63,3.3,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,90200,90200,3,126,8.4,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90300,90300,1,142,24.1,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,90300,90300,2,189,4.4,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,90300,90300,3,117,10.7,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90400,90400,1,151,25.2,Yes,EJ Population,Minority,Minority,Boston
Boston,0,90400,90400,2,217,34.3,Yes,EJ Population,Minority,Minority,Boston
Boston,0,90400,90400,3,178,36.2,Yes,EJ Population,Minority and income,Minority and income,Boston
Boston,0,90400,90400,4,156,35.6,Yes,EJ Population,Minority,Minority,Boston
Boston,0,90600,90600,1,231,43.1,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,90600,90600,2,260,19.6,Yes,EJ Population,"Minority, income and English isolation","Minority, income and English isolation",Boston
Boston,0,90700,90700,1,219,33.8,Yes,EJ Population,Minority,Minority,Boston
Boston,0,90700,90700,2,191,7.9,Yes,EJ Population,Minority,Minority,Boston
